customer_id,name,email,phone,customer_type,total_orders,successful_payments,failed_payments,lifetime_value,historical_success_rate
CUST_00568,Ojas Mahal,bimalabath@example.net,+913678812786,new,34,30,4,57826.74,0.882
CUST_00569,Nandini Magar,qarinaggarwal@example.org,3908788443,vip,37,35,2,12117.21,0.946
CUST_00570,Amrita Dani,udarshbath@example.net,+914024240338,new,18,16,2,141095.71,0.889
CUST_00571,Aarav Palan,ekta18@example.com,2694500534,new,21,12,9,52185.95,0.571
CUST_00572,Aahana Babu,rajaaarini@example.net,9837354396,new,26,23,3,75169.58,0.885
CUST_00573,Sanaya Kata,jpillay@example.com,+917272239724,returning,37,34,3,97594.57,0.919
CUST_00574,Dayita Gaba,meeraguha@example.org,+911637618209,returning,22,18,4,185066.42,0.818
CUST_00575,Krishna Rajagopalan,choudharyagastya@example.net,+912314290018,returning,6,5,1,243593.67,0.833
CUST_00576,Frederick Jain,varshasawhney@example.org,05723084810,new,28,18,10,19466.55,0.643
CUST_00577,Harshil Minhas,vaidyaojasvi@example.org,+913036625436,returning,40,38,2,99477.41,0.95
CUST_00578,Vyanjana Gara,kapurharsh@example.com,01951510922,returning,2,2,0,195995.26,1.0
CUST_00579,Gaurika Golla,qdoctor@example.net,09451475410,returning,15,12,3,235315.14,0.8
CUST_00580,Manan Nagarajan,madhavisekhon@example.net,01196421522,returning,38,34,4,21880.68,0.895
CUST_00581,Ira Nagar,esamra@example.net,09523668788,returning,16,14,2,20968.48,0.875
CUST_00582,Victor Rajagopalan,samatheodore@example.net,+913503058721,new,10,8,2,79511.22,0.8
CUST_00583,Ikshita Patel,chaitalysharma@example.org,6333021260,new,1,1,0,111461.6,1.0
CUST_00584,Kamya Bhagat,borahvansha@example.net,+910252131096,returning,7,5,2,47254.25,0.714
CUST_00585,Qabil Singhal,chandanisinghal@example.com,5704120092,returning,36,31,5,26271.59,0.861
CUST_00586,Advay Randhawa,jsha@example.net,09843624186,new,36,21,15,149711.93,0.583
CUST_00587,Siddharth Rattan,kandamanya@example.org,8917756620,new,25,14,11,103745.61,0.56
CUST_00588,Panini Hayer,ikbal11@example.com,5034281139,returning,36,34,2,244554.18,0.944
CUST_00589,Dayamai Guha,bachittarkhosla@example.com,+919909700514,returning,11,10,1,42790.69,0.909
CUST_00590,Ishanvi Mandal,mtella@example.com,05215681820,new,18,13,5,16285.15,0.722
CUST_00591,Vansha Barad,neel27@example.org,1332288985,returning,27,22,5,195775.32,0.815
CUST_00592,Karan Nori,jagvi96@example.org,6339912971,new,16,13,3,124202.71,0.812
CUST_00593,Luke More,taragirindra@example.com,02421495511,returning,30,23,7,76512.17,0.767
CUST_00594,Triveni Kuruvilla,wkunda@example.com,2197054669,vip,22,21,1,95282.54,0.955
CUST_00595,Ridhi Peri,kashvi16@example.net,04090380214,returning,29,24,5,203961.13,0.828
CUST_00596,Nathan Rastogi,kapoorlipika@example.com,1577871121,returning,39,30,9,80505.96,0.769
CUST_00597,Rachita Iyengar,enarasimhan@example.com,09737147082,vip,13,12,1,44820.5,0.923
CUST_00598,Madhav Kala,azad96@example.org,06730306442,new,21,14,7,173891.96,0.667
CUST_00599,Lucky Biswas,nidhi14@example.net,06834201654,returning,37,34,3,81808.62,0.919
CUST_00600,Rushil Palla,esubramaniam@example.net,2659608931,new,26,18,8,233050.75,0.692
CUST_00601,Ekiya Nadig,doratara@example.org,05164807279,new,35,21,14,192020.67,0.6
CUST_00602,Balhaar Kamdar,oshaganesan@example.net,03533905504,new,30,26,4,52807.27,0.867
CUST_00603,Yadavi Dash,ashah@example.com,05868512765,returning,5,5,0,199016.38,1.0
CUST_00604,Nicholas Sarin,qmane@example.net,6491111096,returning,32,25,7,76056.74,0.781
CUST_00605,Watika Chaudhry,lthakur@example.org,4633786137,new,10,8,2,197374.65,0.8
CUST_00606,Indali Shetty,arandhawa@example.com,+918444463060,new,39,28,11,100500.87,0.718
CUST_00607,Atharv Dube,zilmil95@example.com,+919638639609,returning,27,23,4,197784.87,0.852
CUST_00608,Kabir Ramakrishnan,nehanadkarni@example.net,+916312819648,new,35,27,8,228643.11,0.771
CUST_00609,Ekantika Jani,chanderatharv@example.com,+919209819602,new,16,12,4,89074.7,0.75
CUST_00610,Ishita Grover,tristanmishra@example.org,3640412091,returning,3,3,0,161435.29,1.0
CUST_00611,Tripti Das,dharbarkha@example.com,+911175361706,returning,22,21,1,107898.66,0.955
CUST_00612,Vidhi Bose,oniprashad@example.com,7224029901,new,17,11,6,186839.83,0.647
CUST_00613,Idika Sule,duttaachal@example.org,+919080882351,returning,37,29,8,93842.83,0.784
CUST_00614,Ayushman Narang,thomaschacko@example.net,2447315847,returning,38,34,4,38110.86,0.895
CUST_00615,Rajata Vala,qhans@example.org,+914619942376,vip,31,28,3,104285.87,0.903
CUST_00616,Pallavi Magar,hritik96@example.com,+919551720849,vip,8,8,0,182672.61,1.0
CUST_00617,Chaaya Wali,mitali01@example.org,06253135525,new,22,16,6,52113.4,0.727
CUST_00618,Aditya Nagar,narasimhantanay@example.com,5381649383,returning,31,24,7,180637.49,0.774
CUST_00619,Arunima Borde,usaran@example.com,+913077046117,returning,5,4,1,202641.39,0.8
CUST_00620,Eta Rajagopal,anshmane@example.org,9074260880,new,22,17,5,169446.26,0.773
CUST_00621,Amol Boase,zchandran@example.com,4455618579,new,16,12,4,138201.62,0.75
CUST_00622,Maya Misra,ptak@example.org,09103002156,new,28,25,3,58347.96,0.893
CUST_00623,Onkar Chakrabarti,jyotiyogi@example.org,0401041459,returning,12,9,3,164498.32,0.75
CUST_00624,Anamika Garde,trivenidar@example.org,02967188397,new,40,34,6,112668.97,0.85
CUST_00625,Avni Nagy,fkara@example.com,01583311703,returning,1,1,0,51843.23,1.0
CUST_00626,Tarak Sidhu,fguha@example.org,03988547281,returning,5,4,1,199975.84,0.8
CUST_00627,Theodore Patla,nsethi@example.net,+916314624912,returning,24,20,4,114658.83,0.833
CUST_00628,Hredhaan Choudhary,amolsharma@example.org,00787541815,new,32,24,8,159957.59,0.75
CUST_00629,Simon Dora,bthakkar@example.net,00745106634,returning,40,33,7,29000.9,0.825
CUST_00630,Neha Goda,wakeeta86@example.org,0313100943,new,30,23,7,203527.69,0.767
CUST_00631,Harrison Majumdar,nidhiramanathan@example.com,+913473235494,returning,20,19,1,147747.01,0.95
CUST_00632,Girindra Goyal,smody@example.org,+915122572076,returning,21,16,5,76692.31,0.762
CUST_00633,Ansh Goel,faraj20@example.net,07907371009,new,10,7,3,104850.66,0.7
CUST_00634,Vedant Vohra,mananchandra@example.org,05775847457,new,25,17,8,121924.22,0.68
CUST_00635,Ira Mitra,zarna97@example.org,08026325703,returning,12,10,2,122665.69,0.833
CUST_00636,Jagvi Jhaveri,harikrishna@example.net,+914878245569,new,21,18,3,155042.79,0.857
CUST_00637,Anya More,benjaminvenkatesh@example.net,09167954107,returning,1,1,0,49184.56,1.0
CUST_00638,Unnati Doctor,nicholas47@example.com,+914070349107,new,36,26,10,123994.98,0.722
CUST_00639,Abdul Sani,aadi04@example.org,04882142369,returning,27,24,3,111241.01,0.889
CUST_00640,Bina Kanda,solankiisha@example.org,6661449429,new,37,21,16,190383.63,0.568
CUST_00641,Ekantika Dewan,zashildeshmukh@example.com,3441497826,new,18,11,7,72523.24,0.611
CUST_00642,Gopal Devi,gmunshi@example.net,5756766708,returning,37,33,4,191596.93,0.892
CUST_00643,Oviya Chakrabarti,chasmumkibe@example.net,5298940626,returning,8,7,1,67338.28,0.875
CUST_00644,Turvi Vasa,fbhagat@example.org,01591497501,returning,24,21,3,189318.17,0.875
CUST_00645,Samarth Varty,warhideshpande@example.org,2440793110,returning,29,25,4,247449.04,0.862
CUST_00646,Jai Venkatesh,kotasamarth@example.org,00876014672,new,16,10,6,249828.51,0.625
CUST_00647,Abha Sarna,sankaranmadhav@example.net,+912232883774,returning,23,21,2,22202.26,0.913
CUST_00648,Harish Tailor,anvi66@example.net,+917662047196,returning,8,7,1,59618.04,0.875
CUST_00649,Chavvi Bandi,wbasak@example.org,07402588358,returning,38,34,4,215331.65,0.895
CUST_00650,Yochana Bhatnagar,maxpandey@example.net,9572446176,returning,28,22,6,35239.12,0.786
CUST_00651,Pranit Tripathi,kai59@example.net,09961002311,new,14,12,2,142733.55,0.857
CUST_00652,Vamakshi Naik,warjascheema@example.org,6610941017,returning,39,33,6,81251.58,0.846
CUST_00653,Ayushman Ghosh,hritik76@example.org,9833477433,returning,19,16,3,238123.14,0.842
CUST_00654,Radha Wadhwa,gabrielbajwa@example.net,1302056981,returning,7,5,2,187648.49,0.714
CUST_00655,Qasim Wable,ngupta@example.net,08559821766,returning,4,4,0,216828.37,1.0
CUST_00656,Farhan Datta,harrison17@example.org,+919850344651,new,9,6,3,177993.01,0.667
CUST_00657,Bhavna Borde,zarnatella@example.com,09081974005,returning,26,22,4,144567.67,0.846
CUST_00658,Advika Iyer,daniel23@example.net,5037199051,new,27,18,9,19341.31,0.667
CUST_00659,Faris Srinivas,anikabarman@example.org,+917835674300,returning,6,5,1,187575.69,0.833
CUST_00660,Rohan Warrior,jbadami@example.com,+916626682171,returning,24,20,4,122267.1,0.833
CUST_00661,Indira Hari,rajeshri03@example.org,+919036890030,returning,6,5,1,114883.09,0.833
CUST_00662,Dakshesh Date,sgole@example.org,05934296711,returning,23,21,2,199021.64,0.913
CUST_00663,Zashil Jha,oparikh@example.com,4584384588,new,28,23,5,123931.38,0.821
CUST_00664,Chatura Pal,rsunder@example.org,+912834831520,new,19,13,6,144694.44,0.684
CUST_00665,Ria Setty,bailwishi@example.org,04964104967,returning,32,29,3,223591.59,0.906
CUST_00666,Lavanya Rajagopalan,obasu@example.org,02680408509,returning,3,2,1,196080.5,0.667
CUST_00667,Adweta Kalita,omradha@example.com,0186487699,returning,8,7,1,39916.89,0.875
CUST_00668,Nicholas Raj,ikhanna@example.org,04138459609,returning,28,22,6,172303.67,0.786
CUST_00669,Janaki Luthra,advik14@example.net,5427707070,new,20,12,8,233215.03,0.6
CUST_00670,Varsha Kamdar,lbhardwaj@example.org,09851724447,new,24,15,9,93275.02,0.625
CUST_00671,Utkarsh Ghosh,chandrankaul@example.org,0287950830,vip,11,10,1,156588.27,0.909
CUST_00672,Aarini Babu,chaitanya93@example.com,+911871813359,returning,15,13,2,23254.2,0.867
CUST_00673,Ojasvi Bora,jmandal@example.org,09556574902,new,14,10,4,33608.6,0.714
CUST_00674,Chaitanya Mannan,atharvcherian@example.net,+915889536902,new,29,16,13,174051.48,0.552
CUST_00675,Farhan Brahmbhatt,yahvisahota@example.net,1809788754,returning,28,25,3,119686.21,0.893
CUST_00676,Chaaya Kohli,xavier53@example.com,01376515881,new,6,5,1,26055.58,0.833
CUST_00677,Veda Karpe,osahota@example.net,+918369294455,new,20,12,8,193478.39,0.6
CUST_00678,Finn Rege,jtiwari@example.net,03270216487,returning,9,8,1,169445.7,0.889
CUST_00679,Jonathan Bandi,sbajwa@example.org,+912886652683,new,37,20,17,162680.04,0.541
CUST_00680,Jagat Nayar,hritik01@example.net,07676472298,returning,14,12,2,38267.85,0.857
CUST_00681,Max Amble,sudiksha65@example.com,+918941347509,returning,29,27,2,22128.66,0.931
CUST_00682,Bhavika Naidu,wnagar@example.org,+910368499515,new,8,6,2,96315.96,0.75
CUST_00683,Noah Dani,anusha77@example.org,+914491342138,vip,21,20,1,62322.7,0.952
CUST_00684,Ayaan Baral,abeersuresh@example.org,03496782741,returning,16,14,2,150201.96,0.875
CUST_00685,Sai Sankaran,flall@example.org,01513152854,returning,2,2,0,164772.14,1.0
CUST_00686,Yochana Borah,balvan61@example.net,5380032963,new,34,26,8,47567.31,0.765
CUST_00687,Alka Singhal,vedhikagrover@example.net,04231830617,new,4,3,1,198547.62,0.75
CUST_00688,Pranav Barad,nlall@example.com,9357824347,new,25,15,10,125145.84,0.6
CUST_00689,Manya Parikh,gmerchant@example.org,+914675361275,returning,34,32,2,3510.72,0.941
CUST_00690,Idika Rao,vedasuresh@example.net,03044836085,new,21,13,8,215273.09,0.619
CUST_00691,Eesha Sabharwal,bsathe@example.com,00473504763,returning,24,21,3,43606.19,0.875
CUST_00692,Samuel Choudhary,kai98@example.org,0615581083,returning,5,4,1,17349.38,0.8
CUST_00693,Rushil Dugar,skarnik@example.org,05638300081,new,3,3,0,237195.66,1.0
CUST_00694,Vedhika Basak,barkhamitra@example.org,+913041662411,new,19,15,4,125511.72,0.789
CUST_00695,Yamini Sagar,auroramax@example.org,9639456804,returning,26,20,6,134372.92,0.769
CUST_00696,Tara Jain,lallaurishilla@example.com,06136847488,returning,18,14,4,20215.88,0.778
CUST_00697,Lavanya Badal,xramesh@example.net,1739063757,vip,10,9,1,97987.51,0.9
CUST_00698,Deepa Natarajan,fiyazchandran@example.net,+913793126978,returning,5,4,1,109652.77,0.8
CUST_00699,Daniel Tak,nisha45@example.org,+915996043878,vip,16,14,2,22010.09,0.875
CUST_00700,Dhriti Keer,triya78@example.net,1161620281,returning,30,26,4,14229.64,0.867
CUST_00701,Rudra Sarma,baradpanini@example.com,+918728660416,returning,12,9,3,177121.2,0.75
CUST_00702,Anika Virk,kamya92@example.org,08395894773,returning,11,9,2,87002.93,0.818
CUST_00703,Krishna Gala,uanne@example.com,+912710433187,returning,17,13,4,32169.19,0.765
CUST_00704,Girindra Bhat,edugar@example.com,8350344694,returning,18,16,2,29955.15,0.889
CUST_00705,Neha Kumar,farasdua@example.org,3424912896,returning,22,20,2,68359.16,0.909
CUST_00706,Aradhana Solanki,omagate@example.org,+911922270510,new,37,28,9,124288.82,0.757
CUST_00707,Yasti Sarraf,usodhi@example.com,1386667548,returning,4,3,1,141938.09,0.75
CUST_00708,Farhan Kala,arunimadhar@example.com,7741865205,new,17,14,3,223619.97,0.824
CUST_00709,Hiral Samra,rayaanraja@example.com,+910375830945,returning,8,6,2,127451.81,0.75
CUST_00710,Jyoti Kulkarni,mahajanbahadurjit@example.net,07604409079,new,1,1,0,118205.27,1.0
CUST_00711,Vritti Ghose,cchawla@example.com,+919222161070,new,10,6,4,240105.37,0.6
CUST_00712,Gunbir Mall,anaynatarajan@example.net,02958066013,new,27,17,10,62441.66,0.63
CUST_00713,Amara Chacko,sachibasu@example.com,3862044851,vip,21,19,2,19932.82,0.905
CUST_00714,Unnati Chadha,hchakrabarti@example.org,+911259020357,new,33,26,7,13641.7,0.788
CUST_00715,Yatin Morar,kevinmukherjee@example.org,04242956334,new,34,30,4,238542.81,0.882
CUST_00716,Peter Merchant,ria41@example.com,09558720962,new,30,26,4,193495.11,0.867
CUST_00717,Radha Palan,sarthak58@example.net,4183437401,new,6,4,2,2488.31,0.667
CUST_00718,Vaishnavi Dey,xnaidu@example.net,09051502675,new,37,31,6,185024.21,0.838
CUST_00719,Harish Grover,damini27@example.net,+910797996673,new,24,18,6,123593.49,0.75
CUST_00720,Kashvi Nazareth,trattan@example.org,+918166496902,returning,13,12,1,136866.53,0.923
CUST_00721,Charita Viswanathan,liamde@example.net,00142576270,returning,10,8,2,102804.01,0.8
CUST_00722,Sai Gera,damyanti12@example.org,+916132850725,new,23,18,5,173518.47,0.783
CUST_00723,Urishilla Ramesh,urmipuri@example.com,3162526546,new,22,12,10,164497.31,0.545
CUST_00724,Ekbal Palan,obala@example.net,+913555809961,returning,20,15,5,132688.72,0.75
CUST_00725,Lakshit Tata,chaitanyakakar@example.com,01562624467,new,32,28,4,243153.53,0.875
CUST_00726,Advika Sama,nihalrao@example.net,1715160252,new,18,10,8,230357.96,0.556
CUST_00727,Suhani Apte,bratti@example.org,06419785758,returning,34,28,6,223946.7,0.824
CUST_00728,Isaac Gola,wwali@example.com,1205943897,returning,6,5,1,126604.23,0.833
CUST_00729,Chanakya Shetty,balveer17@example.com,00954654084,returning,26,20,6,142171.27,0.769
CUST_00730,Chaaya Parikh,cbadal@example.com,00915086321,returning,9,7,2,65617.24,0.778
CUST_00731,Jonathan Dhillon,rsankar@example.com,09389701550,new,26,21,5,183970.54,0.808
CUST_00732,Harrison Raja,nazarethchasmum@example.com,00241613944,new,18,11,7,235916.89,0.611
CUST_00733,Chandran Prasad,wkale@example.com,02480962440,new,38,22,16,26861.61,0.579
CUST_00734,Sarthak Bahl,rdayal@example.com,09513305319,returning,21,17,4,134213.17,0.81
CUST_00735,Triveni Salvi,lopa78@example.org,05557277382,vip,14,13,1,116104.98,0.929
CUST_00736,Aadhya Rau,brarvidhi@example.net,01385445770,returning,6,5,1,171670.68,0.833
CUST_00737,Ojas Pandey,wsagar@example.org,08736826911,returning,39,30,9,209063.23,0.769
CUST_00738,Tejas Kakar,mannpranav@example.org,6865369455,new,6,5,1,242115.8,0.833
CUST_00739,Eesha Thakkar,zkar@example.com,04722640857,new,4,3,1,65411.61,0.75
CUST_00740,Guneet Rajagopal,asahota@example.org,0932998199,vip,2,2,0,213723.03,1.0
CUST_00741,Arin Nair,ojassodhi@example.net,+915096883275,returning,36,29,7,115779.79,0.806
CUST_00742,Parth Sodhi,ekantikadeo@example.com,+910397739732,returning,9,7,2,15886.46,0.778
CUST_00743,Xiti Choudhry,nathaniel37@example.net,+910068761648,returning,15,12,3,206006.52,0.8
CUST_00744,Arjun Sarna,sbhasin@example.com,0568761124,new,6,5,1,65075.75,0.833
CUST_00745,Omkaar Peri,jnori@example.org,03415177345,returning,2,2,0,49838.71,1.0
CUST_00746,Sai Narayanan,kkuruvilla@example.com,0228403595,returning,9,7,2,211895.22,0.778
CUST_00747,Damyanti Dutt,vaishnavi74@example.org,2294643039,returning,8,6,2,115518.23,0.75
CUST_00748,Manbir Arora,januja88@example.com,09252985856,new,37,26,11,181245.5,0.703
CUST_00749,Omkaar Vohra,egill@example.com,+911534332491,returning,25,22,3,43615.4,0.88
CUST_00750,Ishanvi Tara,varora@example.net,+913506158148,new,12,8,4,111779.85,0.667
CUST_00751,Daksh Sekhon,yashkunda@example.net,+913372094841,new,40,31,9,61823.3,0.775
CUST_00752,Devansh Deo,darsh33@example.org,9771805137,new,27,23,4,120018.22,0.852
CUST_00753,Riya Chacko,ghora@example.net,3974909617,new,25,15,10,50264.72,0.6
CUST_00754,Tanmayi Acharya,niharika94@example.com,2587844483,returning,34,27,7,248524.78,0.794
CUST_00755,Anvi Thakur,ria12@example.com,+915877221641,returning,2,2,0,195587.98,1.0
CUST_00756,Hema Yohannan,rishichopra@example.org,+914845871493,new,35,29,6,86336.51,0.829
CUST_00757,Ekiya Dugar,meghanagarg@example.org,2587964347,returning,21,17,4,45364.06,0.81
CUST_00758,Kamala Dhillon,gauri55@example.com,06966060652,new,15,8,7,202767.0,0.533
CUST_00759,Anusha Bahl,sathvikkunda@example.com,00566588339,new,31,23,8,191827.12,0.742
CUST_00760,Anusha Chhabra,kibenaveen@example.com,7970673499,vip,11,10,1,164387.67,0.909
CUST_00761,Daniel Chaudhuri,oommenanya@example.net,07417215622,new,4,3,1,236976.72,0.75
CUST_00762,Ryan Chakrabarti,ukorpal@example.net,4884021557,returning,25,21,4,209885.95,0.84
CUST_00763,Qarin Nagi,dkari@example.com,03449021666,returning,12,10,2,79842.09,0.833
CUST_00764,Chanakya Wadhwa,valakashvi@example.org,6085874951,returning,23,21,2,7537.54,0.913
CUST_00765,George Chowdhury,yochanachahal@example.net,09316477251,returning,37,32,5,140995.67,0.865
CUST_00766,Harinakshi Setty,zbail@example.net,00960035624,new,32,24,8,44301.41,0.75
CUST_00767,Eta Walia,xiyer@example.net,09232342108,new,4,3,1,55092.83,0.75
CUST_00768,Joshua Zachariah,ekapad55@example.org,3342643350,returning,1,1,0,153726.62,1.0
CUST_00769,Ria Dasgupta,cbal@example.net,3607763369,returning,22,20,2,229735.81,0.909
CUST_00770,Girik Gill,gabashaurya@example.org,09556331857,returning,21,16,5,37354.15,0.762
CUST_00771,Yashoda Choudhury,ababu@example.com,06155416431,returning,10,9,1,211696.98,0.9
CUST_00772,Urishilla Babu,ekiya02@example.org,+919028227009,returning,5,4,1,235509.84,0.8
CUST_00773,Chaaya Prabhu,adugar@example.org,+918225120734,new,7,5,2,80989.5,0.714
CUST_00774,Kashvi Lanka,ayush05@example.org,00260869822,vip,28,27,1,240185.19,0.964
CUST_00775,Alexander Palla,georgesaini@example.org,+917768729047,returning,12,11,1,140713.34,0.917
CUST_00776,Aarini Dave,jasmit91@example.com,09323822311,returning,40,36,4,56197.68,0.9
CUST_00777,Barkha Cheema,upkaarkrishna@example.org,4579889425,returning,12,10,2,183631.75,0.833
CUST_00778,Kavya Dhillon,rajanchanakya@example.org,+910203265097,new,12,10,2,237222.63,0.833
CUST_00779,Hemangini Guha,nseth@example.com,4871485524,vip,26,25,1,192822.18,0.962
CUST_00780,Vinaya Shan,oommenzilmil@example.com,+915608213711,returning,12,10,2,230299.03,0.833
CUST_00781,Jonathan Palan,sneha68@example.org,2683230358,vip,15,14,1,26475.5,0.933
CUST_00782,Champak Walia,victor82@example.com,+911293289634,returning,22,20,2,59879.98,0.909
CUST_00783,Nandini Minhas,avig@example.com,05240148439,vip,11,11,0,240788.37,1.0
CUST_00784,Daniel Roy,maanassrivastava@example.org,+916266933513,returning,22,18,4,66670.5,0.818
CUST_00785,Logan Ratti,doshisamesh@example.com,+914501848197,new,5,3,2,196861.49,0.6
CUST_00786,Raksha Misra,shamitesh@example.org,5406417692,returning,4,3,1,183279.83,0.75
CUST_00787,Bishakha Kar,chakrabartijanani@example.org,7660144485,vip,27,25,2,94988.79,0.926
CUST_00788,Zayan Parikh,aryaharrison@example.net,03973964178,returning,7,6,1,197288.13,0.857
CUST_00789,Zilmil Raja,chokshiguneet@example.net,+911359966057,returning,15,12,3,18890.49,0.8
CUST_00790,Baljiwan Rastogi,nbal@example.net,+910514607455,returning,19,14,5,65651.36,0.737
CUST_00791,Yuvraj Malhotra,ubatta@example.com,4238856527,new,22,13,9,94176.74,0.591
CUST_00792,Gauri Pandey,edhithamohan@example.org,1659726347,returning,36,34,2,244521.36,0.944
CUST_00793,Geetika Sarma,nathaniel25@example.org,+913948848826,new,40,35,5,176273.91,0.875
CUST_00794,Rushil Chander,raveladya@example.org,5856261499,returning,11,10,1,108833.0,0.909
CUST_00795,Ekiya Kar,pbaria@example.net,+914073333732,new,22,14,8,47901.07,0.636
CUST_00796,Chaman Kohli,subramanianreva@example.com,8936289696,returning,35,28,7,70740.01,0.8
CUST_00797,Januja Lall,xprabhakar@example.org,08512538921,new,4,3,1,137640.83,0.75
CUST_00798,Dipta Cheema,ijayakapur@example.com,09079779612,returning,4,3,1,107187.69,0.75
CUST_00799,Saumya Bhandari,vansha21@example.net,01494097626,new,39,28,11,24698.23,0.718
CUST_00800,Siya Mukherjee,ganga39@example.net,02895090591,new,19,17,2,118655.88,0.895
CUST_00801,Devansh Wagle,uedwin@example.org,+919220715116,new,26,19,7,223771.93,0.731
CUST_00802,Nikita Raj,vdevi@example.org,+914526471246,new,35,24,11,93069.62,0.686
CUST_00803,Utkarsh Panchal,norisiya@example.org,4090805120,new,12,8,4,66192.34,0.667
CUST_00804,Aayush Narain,bmohan@example.net,5123972835,returning,15,14,1,141279.52,0.933
CUST_00805,Mohammed Prasad,ridhigoel@example.net,+917090814415,new,7,4,3,86275.95,0.571
CUST_00806,Zarna Ganesh,tankreyansh@example.net,+919578671815,returning,38,30,8,15715.44,0.789
CUST_00807,Jasmit Dhaliwal,vrittiguha@example.com,+915079181589,new,34,24,10,134110.85,0.706
CUST_00808,Sai Mandal,krishna73@example.com,6666170715,returning,31,27,4,59292.68,0.871
CUST_00809,Lopa Mohan,xmani@example.net,0803149982,new,26,23,3,178719.27,0.885
CUST_00810,Chanakya Warrior,battachavvi@example.com,+915806882850,returning,34,31,3,169544.95,0.912
CUST_00811,Hardik Shankar,timothynagarajan@example.org,3739900631,returning,8,8,0,112535.41,1.0
CUST_00812,Aayush Khosla,peter63@example.com,00229394694,vip,11,11,0,202210.95,1.0
CUST_00813,Anjali Rout,sagarodika@example.com,03749060723,new,28,16,12,170939.8,0.571
CUST_00814,Ishwar D’Alia,vrindabhavsar@example.org,5246484494,new,10,8,2,64842.65,0.8
CUST_00815,Jagdish Rana,gabrieltank@example.org,+918077113062,vip,5,5,0,139312.87,1.0
CUST_00816,Ekansh Khurana,cprabhakar@example.net,+917908335090,returning,18,15,3,229331.9,0.833
CUST_00817,Harita Krishna,inayashere@example.org,0662481323,new,40,30,10,195530.57,0.75
CUST_00818,Reva Bakshi,pboase@example.net,4822850116,new,10,6,4,147189.57,0.6
CUST_00819,Omkaar Nagy,balvan21@example.net,+910609069130,returning,7,7,0,140889.6,1.0
CUST_00820,Anmol Soni,rmandal@example.net,07379457727,new,19,16,3,220093.88,0.842
CUST_00821,Udarsh Dhawan,owen64@example.org,00642076836,returning,17,14,3,121653.41,0.824
CUST_00822,Ira Joshi,asama@example.com,7767555628,returning,3,2,1,101042.0,0.667
CUST_00823,Yatan Kalla,robertpatla@example.com,6543627187,returning,26,20,6,222448.77,0.769
CUST_00824,Nitara Behl,teerthnazareth@example.net,+916862703692,new,16,9,7,119066.94,0.562
CUST_00825,Nachiket Ratti,matthewsabharwal@example.com,03275998011,new,24,13,11,204437.79,0.542
CUST_00826,Ansh Anand,narulagautam@example.com,03234159597,new,18,15,3,214629.58,0.833
CUST_00827,Hamsini Gill,chavvi18@example.org,+912618962887,returning,15,12,3,243567.75,0.8
CUST_00828,Zaid Comar,saichatterjee@example.org,+916767209579,returning,21,17,4,104484.8,0.81
CUST_00829,Sara Bahri,vpadmanabhan@example.org,01229462135,returning,13,11,2,228401.48,0.846
CUST_00830,Fiyaz Pant,nbabu@example.net,02543848075,returning,32,29,3,216863.65,0.906
CUST_00831,Charles Khare,adya76@example.com,+914715802909,returning,33,30,3,16871.43,0.909
CUST_00832,Chasmum Rai,upmarai@example.com,+914655866525,returning,26,20,6,212898.19,0.769
CUST_00833,Reyansh Suresh,amara17@example.net,+915810213125,returning,2,2,0,218857.55,1.0
CUST_00834,Mitesh Khalsa,borraaditya@example.net,+915912975191,new,4,3,1,114383.94,0.75
CUST_00835,Liam Iyengar,grewalgavin@example.net,+910633016583,vip,13,12,1,205964.82,0.923
CUST_00836,Rudra Tandon,upasnamani@example.net,9072801234,returning,8,7,1,60863.55,0.875
CUST_00837,Ranbir Dasgupta,guharachit@example.com,+912694968436,returning,29,23,6,217684.95,0.793
CUST_00838,Hemani Khosla,krishnamurthybaghyawati@example.org,+910175096170,returning,23,19,4,209494.62,0.826
CUST_00839,Eiravati Pathak,lalaeiravati@example.com,07574758339,new,6,4,2,96948.13,0.667
CUST_00840,Brijesh Pandit,dshroff@example.com,07772266025,new,37,30,7,53972.49,0.811
CUST_00841,Manthan Ratta,akshay62@example.org,2310672453,new,15,12,3,67636.35,0.8
CUST_00842,Widisha Ramanathan,chavvimall@example.org,+917976627051,returning,2,2,0,241801.02,1.0
CUST_00843,Ekiya Sood,lohit38@example.com,+916704254969,returning,31,29,2,162019.2,0.935
CUST_00844,Kai Wagle,harita52@example.com,7107563353,returning,1,1,0,152281.8,1.0
CUST_00845,Vamakshi Mand,garima32@example.com,9399337970,vip,18,17,1,94430.63,0.944
CUST_00846,Yasti Chandran,ndivan@example.com,+918779417634,new,17,11,6,75885.2,0.647
CUST_00847,Januja Bhargava,okoshy@example.net,+915597824575,returning,40,33,7,26026.87,0.825
CUST_00848,Raghav Dara,darsh38@example.net,03660443240,returning,24,21,3,148646.25,0.875
CUST_00849,Oviya Brar,udyati27@example.net,08297514743,new,7,5,2,84402.77,0.714
CUST_00850,Bhavani Gaba,ekantikabadal@example.org,+915875256806,new,21,18,3,65656.15,0.857
CUST_00851,Meghana Gokhale,bakhshi45@example.net,0802711221,returning,20,16,4,129564.75,0.8
CUST_00852,Wahab Chanda,ishanvi51@example.com,01768086628,new,4,3,1,200689.75,0.75
